separator	manama bh	abu dhabi ae	dubai ae	fujairah ae	ras al khaimah ae	umm al quwain ae	hawalli kw	jahra kw	nizwa om	sohar om	sur om	salalah om	khasab om	muscat om	doha qa	al rayyan qa	al madinah sa	abha sa	hail sa	jizan sa	najran sa	riyadh sa	tabuk sa	djibouti dj	mogadishu so	aden ye	al hudaydah ye	dhamar ye	ibb ye	sanaa ye	ramadi iq	baghdad iq	basra iq	duhok iq	erbil iq	karbala iq	amarah iq	samawah iq	najaf iq	mosul iq	sulaymaniyah iq	kut iq	amman jo	aqaba jo	salt jo	zarqa jo	halba lb	beirut lb	tripoli lb	sidon lb	gaza ps	aleppo sy	damascus sy	homs sy	latakia sy	algiers dz	annaba dz	bechar dz	bordj bou arreridj dz	bouira dz	jijel dz	khenchela dz	oran dz	ouargla dz	benghazi ly	tobruk ly	bayda ly	misrata ly	tripoli ly	fes ma	marrakesh ma	oujda ma	rabat ma	agadir ma	nouakchott mr	ariana tn	kairouan tn	mahdia tn	sfax tn	sousse tn	tunis tn	alexandria eg	aswan eg	asyut eg	damanhur eg	beni suef eg	cairo eg	mansoura eg	faiyum eg	tanta eg	giza eg	ismailia eg	kafr el sheikh eg	luxor eg	minya eg	shibin el kom eg	el arish eg	port said eg	qena eg	hurghada eg	zagazig eg	girga eg	el tor eg	suez eg	khartoum sd	mosul iq	basra iq	buraidah sa	dammam sa	jeddah sa	makkah sa	kuwait city kw	meknes ma	tangier ma	jerusalem	as suwayda sy
sur om	993.3958381116548	566.0313674813857	522.0916399252707	431.200382095919	508.424947359366	518.5900085403275	1365.0306031950458	1422.820567997192	209.17379291223915	346.03420791357007	0.0	837.2180565855801	520.2240005561022	162.8970025225799	868.3533730219469	877.5051920106825	2098.40084815103	1840.0177393017252	1887.0276050867335	1856.4236105138775	1533.0056017208813	1327.1653669622624	2288.957826819572	2138.7363372108894	2741.0781533455392	1878.819280660078	1946.482196146296	1826.5280755914837	1873.0218530536183	1798.9259179657772	1994.5459358455948	1903.5276257533255	1459.7490268293323	2251.00904256386	2127.360383785635	1888.2921189212384	1598.3243779439538	1711.8150490805394	1828.8596719080883	2200.7340425517655	1984.0063085068946	1741.3907855504415	2550.8021404557066	2566.2998446811175	2571.5126188376094	2540.0753466910023	2640.8236827464775	2663.7765605160785	2657.9323088003234	2658.907195713523	2676.549427104569	2634.098046613564	2576.4382590015093	2596.32094710695	2711.015233095891	5605.247786901472	5186.913986573491	6110.705615049524	5461.757936986329	5529.490923766352	5346.195773937645	5257.461802031726	5942.101806121673	5281.379830023535	4020.1430721976703	3655.78328828903	3871.020504170074	4491.212685900973	4672.810368735256	6356.517771195845	6668.861651119416	6066.166760648618	6524.137713069519	6842.214839535756	7817.227767459982	4976.933910395367	4969.5275640743885	4921.962448195602	4943.270814975701	4921.7830490184315	5030.123180575325	3084.579055013224	2724.909946904351	2903.0102086061265	3027.1851554024797	2952.684244086296	2935.3361843816433	2941.492457670786	2982.4896891846365	2972.369532782327	2936.5570857866314	2854.518344623234	2999.211107765344	2749.6333637319553	2939.381450726252	2966.5895362215774	2718.7949180557107	2861.2290526723177	2744.3209153168914	2642.159877171223	2920.6800278362307	2827.9167608084686	2673.0544300410033	2810.3669650763363	2938.883656869472	2200.7340425517655	1459.7490268293323	1630.3618708385657	1046.5266702813728	2102.9883643214594	2037.1308944901848	1380.1690574516492	6404.903403464749	6406.192696597885	2609.807366946524	2521.4476186713982
salalah om	1082.3062206370441	823.8146625231312	899.2374654831646	927.0757836798039	984.3749922261442	961.8559258883605	1493.4857367419118	1535.5975131131377	746.6504034861298	856.5330257957105	837.2180565855801	0.0	1038.585865754817	853.7271606189196	953.6162310238444	957.4884300043466	1673.2574894302302	1237.6873268177058	1705.4424261683375	1216.7894040217602	902.1778258607116	1140.8668968985453	2101.2523037498813	1349.2704527010724	1914.5637221156107	1082.1984409601735	1218.3960577612681	1082.405830570745	1114.6356590396902	1073.8929060438588	2115.347015334891	2050.4050931225274	1623.7963562965042	2468.584226238714	2346.634267743385	2002.5659918036822	1786.5077882941325	1817.0334387201353	1930.2382915636474	2400.8256457486923	2226.140748880351	1906.4458673867846	2468.871261213495	2388.8259762913312	2489.5345012879584	2464.4952492471916	2643.8251056614595	2637.3839284385776	2653.7739513390884	2620.6080934958045	2555.8917881346733	2704.059028116138	2551.3555097508874	2615.759240670168	2737.92180332905	5447.508648216898	5039.49990655394	5854.837844855585	5293.264593464549	5362.586443674072	5191.90606499569	5069.465063075311	5761.84625244863	5017.526359982175	3808.1470324397396	3461.5979140690424	3682.1495214314095	4267.955838343877	4455.990428053323	6147.507187817402	6422.799139500576	5867.502092937814	6315.352845705236	6579.185680451782	7392.467542732716	4836.836822013338	4802.960261959057	4749.891082867696	4757.92559313488	4759.808403141734	4828.0567217660155	2908.434409160628	2342.267491883475	2612.683396221103	2851.3381567478114	2712.3454214246563	2735.863188029032	2774.281775047931	2755.977806008366	2793.6226802811843	2735.082166698846	2673.8941089858545	2837.326668146785	2419.6006486395704	2679.8306357387673	2780.9067659515636	2580.8386249045643	2710.497314813913	2430.075887971685	2372.1481889855163	2740.5657138738816	2514.611373648088	2435.4670607125836	2620.922795683515	2308.9289789692216	2400.8256457486923	1623.7963562965042	1469.2679381408473	1121.7155619313257	1648.0557346168257	1577.2624008785263	1505.1681873146329	6194.026589156861	6227.283665434053	2512.300191232811	2474.726649815794
khasab om	566.4067063926947	268.52366374736107	162.29848465788268	117.27325434981368	58.72985288215137	90.56705177789989	873.8980598104303	932.7141125849784	382.4463601798743	209.31708781619673	520.2240005561022	1038.585865754817	0.0	359.0107394890364	484.15793264005544	492.9107126828853	1789.663964743572	1667.4592437576014	1472.2736388918152	1710.7082517037695	1417.6510618563398	974.0325815670311	1857.0209382024932	2125.1684950662916	2915.6580381529616	1891.0240351470356	1871.2627548369142	1777.283730625703	1835.7840775629872	1732.6766471988074	1485.4769652308507	1391.916449434748	955.3871734960769	1731.099844841294	1607.6539444079685	1382.1461810401663	1085.9348387268126	1211.7105603851294	1326.435999099859	1681.633378665848	1463.9540053682256	1229.7281882655175	2076.1645241810174	2121.6736755693305	2096.462224752287	2063.8849328236033	2143.935985474626	2172.961917698317	2162.310279154832	2170.951892343323	2210.6123980414395	2125.4003734079915	2086.6682958901997	2096.710284372443	2208.665901698529	5122.522627747557	4703.598297848301	5652.910938962712	4982.340764394583	5049.3603670244465	4863.791278023161	4784.191320712916	5463.5513643949835	4830.912353747578	3563.067406307958	3197.0939971933353	3408.2906823371277	4033.397539150271	4211.573870593346	5883.8537156044995	6205.512237811224	5591.911464085545	6050.746333768515	6383.326422523226	7415.555327812634	4492.905090058165	4492.143403177522	4446.296792224307	4471.067118151097	4443.480218475228	4562.093946655948	2628.304923702897	2362.985411296738	2493.06420624183	2571.818303803859	2521.5463842401055	2489.697554718364	2484.89296595544	2545.5443869349697	2518.9616947293184	2491.5926523071726	2404.083851338691	2539.859012676166	2361.537990568589	2515.9861276260067	2515.605306323978	2257.3070144418216	2400.8927553350272	2349.225551647578	2231.063251204814	2468.7258097838935	2429.9292679204113	2247.8837642165663	2363.9140031467514	2725.045782209014	1681.633378665848	955.3871734960769	1226.2179997644125	614.2689816871654	1811.2514441993173	1753.0355468646655	889.102609262972	5932.553587454621	5925.498373297251	2138.3949117803927	2037.932575686896
muscat om	840.1997730745628	418.61232737496715	363.58814410483063	268.5350330827897	345.5344430602161	356.05613389313385	1204.1365064094732	1262.1382162972327	113.457770363398	186.79875105164413	162.8970025225799	853.7271606189196	359.0107394890364	0.0	720.1524434736829	729.4230808403643	1978.2269709247457	1754.3173149709364	1741.1622353963903	1778.3974486263176	1460.3612695450577	1191.4149158218313	2140.3336486318103	2102.0553023890375	2768.2896841637025	1848.211520063349	1889.69160681852	1776.5198965198188	1827.0684343718785	1743.550979783963	1831.966909763133	1740.7505314868095	1297.4442964088328	2088.801082283103	1965.0323540160978	1725.9672618578577	1435.4794590197348	1550.103719551428	1666.9253143465166	2038.1707354559026	1821.945425388784	1578.5943364707182	2393.7476915410602	2415.3509358911706	2414.393867981895	2382.7201788956245	2479.9223798199446	2503.8644570859583	2497.2333409711405	2499.4823090081054	2521.2857644679907	2471.6341400825877	2416.6676339723913	2434.9998171583266	2549.3319476508914	5447.499321384122	5028.985636340757	5958.512238698691	5304.672430794526	5372.267190770315	5188.476229728668	5101.641761231444	5785.269350240418	5130.6779041404025	3867.5033936561667	3502.626401732006	3717.0839691819806	4338.58610620061	4519.479313807967	6201.014529798113	6515.497090927907	5910.272689510895	6368.499172897377	6689.909326970289	7679.371577816953	4818.829903381497	4812.781517812946	4765.567178428926	4787.614933655859	4764.8368227491555	4875.389853750479	2931.6122852158414	2593.4427906941537	2760.2784695465148	2874.3711487650894	2805.133963749742	2784.5470957113675	2788.3533856466615	2833.6647030938143	2819.93262532756	2785.916329923459	2702.620444766205	2845.5337844009377	2611.842278978584	2793.5785809387394	2814.668174402809	2564.4654786534666	2707.247205608388	2604.8504769954757	2498.7768294762313	2768.512873446237	2687.8959734961777	2526.5123565366	2659.2852376849314	2847.136785028034	2038.1707354559026	1297.4442964088328	1485.7867188959224	893.0108487532544	1987.149893121924	1922.9194174146064	1219.304138588479	6249.476383712175	6248.967904479098	2453.413834097362	2362.7380601219465
doha qa	140.59781145710915	302.4756223090993	369.8974666377501	484.9721715812963	444.13421391857366	413.984487431998	560.3431147737526	610.6919040989411	663.6795613376338	537.5104135086683	868.3533730219469	953.6162310238444	484.15793264005544	720.1524434736829	0.0	9.324040928184214	1305.5283364019792	1217.290478661941	1021.0552511371475	1272.0380349914494	1008.9447798360779	490.9838078958987	1420.880901538208	1749.536019991103	2656.9045184727497	1542.3151926670118	1465.9480142821756	1391.9159695922103	1455.665469497963	1338.4074040171042	1204.1167662438843	1127.0384807844787	683.4332493836188	1529.7611127155408	1405.9113035983228	1091.7096141445124	843.9408849391228	905.4363523901864	1023.6087526888158	1465.8543632245223	1279.195809778222	973.3761309254253	1692.830569293502	1698.0652532764366	1713.720790667611	1683.278165200488	1807.153368835994	1820.780648024248	1821.991438609473	1812.403266669449	1813.1746374715985	1827.8989171009725	1732.8262379782554	1768.1086141205583	1887.1444992829267	4746.26654952174	4328.776375793199	5242.684146393207	4600.8343910573185	4668.928429891096	4487.252916524182	4393.630078710592	5080.323058071797	4413.029824577963	3152.522691340027	2788.6421846351986	3004.649030871451	3623.5273706756634	3805.64080007133	5491.833925575348	5801.52181378985	5202.259553857066	5659.656959882145	5974.21568673743	6962.401995708148	4119.571358884977	4107.913247179802	4059.499645735396	4079.220284657946	4060.7269318547865	4164.50516129069	2217.422453750947	1888.4504621339945	2041.0280640344658	2159.9096677645502	2085.2491592321608	2067.0361575573093	2074.5576835214065	2114.3951225668666	2104.8058100459975	2068.233744075586	1986.6330314336842	2132.861215351782	1897.1205904736096	2073.4273827460656	2098.694948893566	1853.5800299297437	1995.3680912012098	1888.2643711192852	1779.2826026363707	2052.942454005852	1970.6944066546412	1806.3879948520228	1942.1442600069868	2249.6862224572355	1465.8543632245223	683.4332493836188	766.276701456015	191.28711822946343	1327.468725810655	1269.9460445107936	573.86723865041	5540.0814276712645	5545.299402184122	1749.4882950075034	1671.1542204304587
al rayyan qa	133.6261380258882	311.67265302546343	379.19113468268404	494.2385609081601	453.145639229175	423.07435975605193	553.9318907482808	603.9313004925064	672.7165303036513	546.8253117149619	877.5051920106825	957.4884300043466	492.9107126828853	729.4230808403643	9.324040928184214	0.0	1296.754163667272	1210.8028264410893	1011.7719906396434	1266.0133008541052	1004.237682629004	481.9787318949919	1411.6792034315768	1745.481719834524	2655.6357714331125	1539.161464841062	1461.0654639332404	1387.7317988855934	1451.612114048283	1333.9632699431688	1197.3045945972628	1120.60107134882	677.5988246694749	1524.1579053365883	1400.3940704638585	1084.8297014393727	838.3651589748742	898.4612511046711	1016.5648570217667	1460.0335940197733	1274.1143607039196	967.287936224796	1684.1844137436706	1688.9544906005797	1705.078876719413	1674.6696878157384	1799.1421440197446	1812.539936247438	1813.923901060341	1804.073434598177	1804.3349044009262	1820.4933647826979	1724.5808267768073	1760.231640702958	1879.3447697413133	4737.5106114504715	4320.047892041407	5233.590840470762	4592.025789321454	4660.1295409712875	4478.500867537678	4384.732694876669	5071.4854509507295	4403.885555199082	3143.4652579740255	2779.6168670365196	2995.6622408273543	3614.463709468966	3796.608581432077	5482.9008466100195	5792.474681882088	5193.354549906316	5650.730227465716	5965.123573942793	6953.0785401465	4110.866277240574	4099.0891260639255	4050.649808136027	4070.317749328955	4051.920027575151	4155.543506025057	2208.4010273272033	1879.2082706155802	2031.715681464941	2150.8814634819682	2076.01568501023	2057.911311842253	2065.5510023077463	2105.19785333699	2095.758712388609	2059.102656006835	1977.5612058352356	2123.88513653028	1887.8025251062768	2064.1555275140176	2089.621506066283	1844.6630906930066	1986.4182774473134	1878.9406743943287	1769.973974223697	2043.8826294414982	1961.3703970185934	1797.1292886512597	1933.0343675191978	2241.8145292194135	1460.0335940197733	677.5988246694749	756.9640205160067	183.68853288209044	1318.889414609174	1261.488683853114	567.3714989235729	5531.143228667967	5536.483975283848	1740.76148095745	1662.7375454535706
al madinah sa	1241.2150028199828	1576.1356057786597	1665.506221883866	1780.9825823427411	1748.5544126214902	1717.3578094335592	1190.6969987910575	1160.8503105634722	1891.7060143372144	1814.2637055918055	2098.40084815103	1673.2574894302302	1789.663964743572	1978.2269709247457	1305.5283364019792	1296.754163667272	0.0	571.4856128769837	573.543760421948	661.1315215833719	831.2513651028393	817.3064937470062	686.2049510122637	1216.420448761405	2338.6162143700176	1222.4821662165232	921.2934568723542	995.4934117663182	1044.7814813897232	934.6514900968496	1300.9097267765308	1325.5013298414012	1254.9294344958423	1679.9747227694704	1612.2071513365645	1242.8429822210587	1324.1042818113046	1171.5045303658326	1193.2366241531154	1605.039783129727	1593.694753602633	1310.9385723875898	1117.4573084407916	902.544433158472	1132.3674691626757	1125.2031697350508	1391.303922948312	1335.9042367663037	1386.2254146276757	1303.1663339291836	1120.010554276124	1554.2817211941622	1275.0546588665889	1399.902210221624	1502.9401294926163	3818.2640050306773	3421.887026138153	4186.775676386419	3660.127078260639	3729.4711567556346	3567.891381874754	3429.0818821978896	4118.387563188015	3350.5862578793053	2174.972706927205	1851.0185790510125	2067.658096871108	2620.6902132309847	2809.256895005029	4490.470219096893	4755.14464055373	4215.710605461771	4657.5706727798915	4908.482672434025	5748.922833711325	3227.487570531147	3177.61210261291	3122.1885599780885	3122.7711126917916	3137.912994313239	3183.7199366523664	1348.1315630714491	669.0699022641464	969.7583675592986	1296.8522456594394	1103.668909086175	1166.6872453209069	1238.3768825159	1156.9374922039283	1241.8303731657456	1163.776107851545	1134.0421579941128	1300.5507077401576	760.8010300266085	1056.553731048224	1222.5190640772653	1113.810761284644	1203.961779958353	780.3147740972767	766.0393317887001	1193.120549419261	861.4427816948703	858.2007153155915	1077.1380722216531	1015.1171574463744	1605.039783129727	1254.9294344958423	664.930975553176	1203.849567184699	77.75944115582617	119.3339649330645	1183.9399771515853	4536.160260353766	4580.893483509883	1123.3679234203075	1182.7563465015103
abha sa	1215.7067502033717	1411.048951615374	1515.5293378971842	1621.505670357802	1614.9169145168228	1581.2341346395087	1356.0073376886796	1350.4229047195986	1650.3036635845226	1624.5154888359698	1840.0177393017252	1237.6873268177058	1667.4592437576014	1754.3173149709364	1217.290478661941	1210.8028264410893	571.4856128769837	0.0	977.3902843904449	99.2427990020621	335.5510119562041	834.2857829529414	1225.0673426948783	704.2226516289822	1816.5464099794247	658.6991663700366	381.3512796091059	428.61133108505857	483.57027655242854	365.03728239236193	1686.9250215447894	1681.7949598532193	1462.0941773300246	2087.065941571254	1997.3095481109067	1602.5343597988726	1580.7996119640345	1476.9559463198686	1538.0026132560492	2009.5947946069539	1943.2096994063563	1617.1819316011154	1658.9735175504152	1465.9946122243282	1675.7046686060517	1664.0944040244049	1918.1193492886678	1872.616324630539	1916.503981025024	1842.573297961603	1679.1140890767895	2060.74799447431	1803.7768334597554	1917.842643843476	2028.999389593414	4364.119522985225	3974.0129204406303	4695.918430232168	4204.503797784716	4273.63760204633	4116.933936338489	3970.112280089211	4655.178599499142	3864.8980583293846	2725.952727896034	2412.468542600416	2626.667487299404	3160.6531165787246	3348.642850454635	5014.785376395208	5263.603416527072	4745.820500359204	5180.643843653536	5408.88570787233	6159.6735516648205	3783.167760950591	3727.4154200740195	3671.143193835085	3668.004322734535	3689.3275096926286	3723.1222020532628	1919.2915628920591	1190.4428390626235	1527.663385923836	1868.2599580727438	1670.9732517222067	1737.8771659663237	1809.6631611320001	1725.4799255198923	1813.3091857480797	1734.881495700811	1705.2310111562158	1871.9487703825926	1311.9345079592856	1620.8629148289435	1793.931366211922	1677.820206477178	1773.4449126763936	1337.792467493913	1336.4144657908241	1764.5794894876358	1415.0185364733254	1429.6802983760745	1648.3223415663438	1100.7956375947306	2009.5947946069539	1462.0941773300246	911.2472401788559	1199.9661110922266	510.8119403419103	452.2104634117606	1355.6528252789653	5059.459075665277	5114.340316118871	1673.4503265792166	1712.0071320740608
hail sa	909.4261630071983	1322.879681806802	1386.7919470821087	1499.0678036831034	1445.6365649324548	1419.9359582835737	700.1234018764816	655.7899375468327	1679.729369976231	1558.150199643431	1887.0276050867335	1705.4424261683375	1472.2736388918152	1741.1622353963903	1021.0552511371475	1011.7719906396434	573.543760421948	977.3902843904449	0.0	1076.4055151334005	1084.3202274676642	585.2758961788322	408.1510323635283	1680.7599947132298	2792.2025535951066	1615.1088054342645	1358.6635871783446	1387.079656590132	1449.1261975032464	1318.9814567345431	734.1917671227594	752.7865028699017	729.0426012404714	1124.6713504663626	1047.542904609416	670.1119776135511	768.9127928638304	604.0810701251077	619.7109278517594	1048.0582732128669	1021.2629147363613	740.8668605146311	770.173498608534	695.1033604161066	790.3193831602033	768.1809434541932	984.1450393531271	958.2414253341207	988.16866307317	935.5903506644962	850.4842158732814	1099.9792572031488	877.7782030585561	971.7317627707498	1090.2857434971422	3766.1728783539725	3352.6882340394163	4231.785254206733	3615.9623684797107	3684.833518149533	3508.2746657742236	3400.6845138614844	4091.657327131211	3398.7962264691787	2147.1090418563776	1787.642363290572	2006.8223886229828	2616.599400625049	2801.247272745952	4493.921194277333	4793.859690023166	4207.206950041734	4662.107346702714	4963.05006879811	5945.11640689973	3146.6800522450867	3122.872111792082	3072.0300710951765	3086.5019271369365	3077.5760995201654	3165.965663140512	1220.3953170929242	921.0965257984434	1021.8479341875958	1162.5720472984694	1066.2763171705446	1058.6610668383173	1080.9506815531956	1098.2988868785162	1105.6072930245746	1059.1354592864925	985.4323493048978	1142.5868110309682	893.9247006635901	1052.52614479934	1096.2524394945538	877.1737301353929	1010.8342480561714	878.4451129256523	759.7365156026588	1052.6248194100697	958.1397449762259	786.0561672013523	936.4734172670044	1565.8060030197978	1048.0582732128669	729.0426012404714	257.7239471580222	859.2408323744335	644.0615062888047	639.7453229984485	689.3533579569091	4541.668460651471	4557.885612769462	808.87320722107	792.03602055351
jizan sa	1279.4858660096738	1450.0618008694864	1555.7969292615073	1658.8808787304088	1656.8132059989136	1623.0876168601926	1439.4598760855133	1436.0776641140244	1671.968075842781	1656.4043435772942	1856.4236105138775	1216.7894040217602	1710.7082517037695	1778.3974486263176	1272.0380349914494	1266.0133008541052	661.1315215833719	99.2427990020621	1076.4055151334005	0.0	326.74083692048936	911.6918499442976	1321.930584180539	606.0362169086494	1717.303883305353	563.2214601632239	282.25813083697	334.5507587105692	386.7874815674981	273.9152232435976	1783.922043545424	1777.3812442614949	1548.3648311599738	2184.4088977231254	2093.752578872366	1698.4967045599712	1670.3264946334257	1570.3386520717459	1633.390521959085	2106.9147956614497	2037.812519662807	1710.0357184243783	1756.0883323847536	1559.669571615982	1772.6625552279681	1761.4380515925618	2016.409366506939	1970.2628334541841	2014.601654289863	1939.990679988731	1773.9137199742543	2159.794231644272	1901.9057857240598	2016.522523594662	2127.3751707496867	4436.312440261732	4048.8713126949087	4756.015292353633	4276.230659044315	4345.248346692363	4190.4813803659945	4040.776411795527	4723.9532767989385	3927.2061133762118	2801.279649170469	2492.496597933869	2705.373608510708	3231.613623314174	3419.2261511880874	5079.247927510812	5323.111037746778	4812.3017959820345	5244.620665574234	5465.989220956709	6193.726625024395	3859.629458899301	3801.4828088396966	3744.9166264981086	3740.383479263195	3764.0562716204154	3793.3959793971003	2006.5828865259973	1262.2882249946517	1607.591006531712	1956.2318151390061	1754.921642290585	1825.317641609071	1899.202467824251	1810.1813167165085	1901.7317239662932	1822.1606165795492	1794.984930814822	1961.1641058224905	1390.3643390927505	1703.2707867870922	1881.9503132814393	1771.4616692893544	1864.8733901792646	1418.1502980660584	1423.0768940014964	1853.540059599362	1493.795985067094	1518.268530679561	1738.0925507113036	1098.6726477471793	2106.9147956614497	1548.3648311599738	1005.4476235813969	1266.8576454956558	596.7973277700327	541.9225463958271	1439.690333067497	5123.5754627307415	5181.733820410329	1769.6644049441916	1810.0511956734326
najran sa	1042.009127832014	1151.9037108771201	1258.8136841063351	1356.6939031987204	1361.8020338820024	1328.2481552645384	1278.6053728276395	1287.7737110609107	1352.2318099829506	1346.846454688493	1533.0056017208813	902.1778258607116	1417.6510618563398	1460.3612695450577	1008.9447798360779	1004.237682629004	831.2513651028393	335.5510119562041	1084.3202274676642	326.74083692048936	0.0	743.0799015549236	1407.6009795465811	748.2476296828814	1766.3262704950603	580.6016880408141	457.6840650407611	390.5130489957879	457.1404718788021	331.7036941363171	1725.2704228487526	1700.183190325308	1400.9214017642655	2125.1978625822676	2022.360094814704	1627.382003652441	1541.449358968565	1474.6356840624462	1556.7944452071472	2048.3116053437357	1945.5391226121012	1606.5131788606516	1829.7401530671336	1674.3864122160987	1848.3449431550375	1831.5240775940595	2065.4068236421017	2032.4792418932511	2067.7716930034035	2006.4199222994614	1874.9919248088124	2183.3387625974224	1955.8902341408286	2055.5078914364417	2173.0689904942865	4649.486169531692	4252.819562091302	5005.601321036962	4491.248947968264	4560.581301570506	4399.108514199242	4259.758907518718	4948.371065631173	4171.622080030833	3006.1939759119036	2679.573544590896	2897.2268306366504	3450.952333135742	3639.4651927597993	5316.583209211781	5573.861882660283	5043.844198584505	5483.238335233715	5722.694801846374	6493.348825467469	4057.664942677978	4008.812077582466	3953.4274211101074	3953.9117692345512	3968.9808547741804	4014.044760460041	2160.522433637634	1487.6204560519457	1800.72537332684	2106.6214150764035	1928.7078068280962	1980.022618258382	2040.4034462242125	1979.7375655386277	2049.90945703219	1977.8182504512972	1935.867781023258	2103.860204694242	1591.6827124871195	1884.7785506121804	2032.7367645468555	1883.4111880811383	1993.4293975845833	1611.494360679943	1586.9067593423401	1998.872830152146	1692.6601619538221	1669.8536610808403	1879.5080390345838	1424.4989443428142	2048.3116053437357	1400.9214017642655	938.9730367388418	1039.9711934620561	788.0175398504776	719.7490512602354	1282.0356561716562	5361.879860657383	5410.13129453808	1855.2060851592482	1867.0817622752104
