separator	manama bh	abu dhabi ae	dubai ae	fujairah ae	ras al khaimah ae	umm al quwain ae	hawalli kw	jahra kw	nizwa om	sohar om	sur om	salalah om	khasab om	muscat om	doha qa	al rayyan qa	al madinah sa	abha sa	hail sa	jizan sa	najran sa	riyadh sa	tabuk sa	djibouti dj	mogadishu so	aden ye	al hudaydah ye	dhamar ye	ibb ye	sanaa ye	ramadi iq	baghdad iq	basra iq	duhok iq	erbil iq	karbala iq	amarah iq	samawah iq	najaf iq	mosul iq	sulaymaniyah iq	kut iq	amman jo	aqaba jo	salt jo	zarqa jo	halba lb	beirut lb	tripoli lb	sidon lb	gaza ps	aleppo sy	damascus sy	homs sy	latakia sy	algiers dz	annaba dz	bechar dz	bordj bou arreridj dz	bouira dz	jijel dz	khenchela dz	oran dz	ouargla dz	benghazi ly	tobruk ly	bayda ly	misrata ly	tripoli ly	fes ma	marrakesh ma	oujda ma	rabat ma	agadir ma	nouakchott mr	ariana tn	kairouan tn	mahdia tn	sfax tn	sousse tn	tunis tn	alexandria eg	aswan eg	asyut eg	damanhur eg	beni suef eg	cairo eg	mansoura eg	faiyum eg	tanta eg	giza eg	ismailia eg	kafr el sheikh eg	luxor eg	minya eg	shibin el kom eg	el arish eg	port said eg	qena eg	hurghada eg	zagazig eg	girga eg	el tor eg	suez eg	khartoum sd	mosul iq	basra iq	buraidah sa	dammam sa	jeddah sa	makkah sa	kuwait city kw	meknes ma	tangier ma	jerusalem	as suwayda sy
ouargla dz	4290.598647094444	4715.387083788367	4769.600285847666	4876.9110806915705	4814.5662331779295	4792.940637371148	3964.6540084575445	3906.147236951217	5075.84727747931	4944.911455562997	5281.379830023535	5017.526359982175	4830.912353747578	5130.6779041404025	4413.029824577963	4403.885555199082	3350.5862578793053	3864.8980583293846	3398.7962264691787	3927.2061133762118	4171.622080030833	3977.219518026435	2993.356793901695	4261.484239153886	5169.02519676833	4406.571738625562	4097.589342023723	4221.23540431842	4244.300372083631	4179.7150802342585	3437.135157844259	3538.4245256472595	3907.6573275797896	3400.407988850952	3482.9594076691915	3515.4921326863387	3818.319220384572	3653.6197515676117	3552.301543103076	3400.9112073601837	3615.146267288188	3684.2375523065434	2764.4281031579294	2715.3485570157554	2744.9741939366136	2778.6842043317065	2764.53789947711	2710.0484622761865	2741.0617637410905	2701.729471108547	2622.7267087430637	2867.4227660135675	2788.39531060044	2823.0358463796856	2739.13323406979	726.6104822812691	660.7960446542692	837.5385702328067	598.1914968855085	638.1262647594936	640.0547235410479	434.4209280642579	864.8700015348239	0.0	1269.507426294142	1635.417644534847	1430.5852082831452	803.6255660428852	641.5533753794399	1156.7672007139097	1405.2731264795357	910.2012516065626	1319.7225471412082	1566.0598827047857	2703.6718639915325	731.1112541265697	604.0208238292992	599.98524104821	531.2182327473857	645.5492167585943	412.50175089537225	2202.6089955482257	2684.7002107677877	2409.5005696309495	2259.1369073598316	2333.7852372012217	2346.1779191067903	2346.0199494583303	2300.5291415804577	2312.385948590269	2344.8804247836338	2428.5814124697026	2291.4393305875838	2597.9281023910066	2354.511763957792	2316.6492100397395	2574.1301807166187	2430.4647603356443	2588.5101053471963	2660.6025497650435	2363.1637244128883	2503.667821157927	2615.4061711809377	2471.39275055027	3126.641648748512	3400.9112073601837	3907.6573275797896	3656.5200176451785	4237.963652766692	3385.447786767663	3455.1131246426667	3949.7200283947864	1199.4356951858683	1282.712488305272	2699.0814406002355	2817.7201657275523
benghazi ly	3027.423047955538	3454.2848056677985	3505.292154644483	3611.349199461082	3547.8109142085787	3526.783139679111	2695.392034772553	2636.8382863892753	3816.16778098465	3681.2210378062305	4020.1430721976703	3808.1470324397396	3563.067406307958	3867.5033936561667	3152.522691340027	3143.4652579740255	2174.972706927205	2725.952727896034	2147.1090418563776	2801.279649170469	3006.1939759119036	2730.7643174386812	1739.1532659557765	3229.1182946595277	4254.382393144574	3327.030517659917	3011.382569085661	3119.617295892406	3154.020043713853	3068.9063777002275	2175.493334812731	2276.4832367950257	2638.3836126957285	2174.6315814511595	2245.8576394790643	2250.0817149952145	2551.4326163725636	2384.866426125284	2284.846554131501	2165.9604660288255	2371.1045907756834	2419.079468645691	1495.1090134915873	1455.6162652780556	1475.7533966394183	1509.5505208811044	1511.4478061638017	1450.550314090319	1486.9835854060389	1439.4372550323428	1353.4682479102457	1635.9757570068327	1525.7604377224916	1571.791640739022	1499.1265481116804	1644.1472505939273	1248.1020479791698	2091.1105531183016	1487.2962251969618	1556.6986132740342	1392.918676247527	1261.319807414989	1953.7455421404761	1269.507426294142	0.0	366.08472225638377	172.4840755451033	471.0896795477327	654.1585137869477	2347.627662955819	2649.067117971766	2062.81163408937	2515.8512640134154	2822.4212960263008	3931.824104947678	1059.2771227631056	1002.658489657718	947.2654079751445	950.4678424787958	963.5454573027372	1021.2713085541881	935.9549858813867	1540.4368324394673	1205.7776667793805	993.1331494939133	1096.1424491381363	1088.53446710679	1079.3177114849473	1054.9146966590083	1047.775716268297	1087.981567378929	1166.0073288791652	1023.2801693716997	1415.789025218149	1129.2059818737314	1053.9954874095383	1305.7607363669756	1162.195804030689	1394.7055213177039	1436.2391157207212	1099.5848002239914	1313.8875011765956	1375.4403340085682	1211.89802805746	2223.6950108777946	2165.9604660288255	2638.3836126957285	2404.098055443333	2974.5202781839266	2222.1705877574036	2288.254643802723	2680.435402179307	2395.163433180366	2419.4342373904706	1429.5914420905	1550.5589197202858
tobruk ly	2662.7285431306623	3090.110025055794	3140.161035860357	3245.87184654796	3182.0540160243277	3161.16675268237	2329.334956202144	2270.7934768623663	3452.3194329659627	3316.2323795087627	3655.78328828903	3461.5979140690424	3197.0939971933353	3502.626401732006	2788.6421846351986	2779.6168670365196	1851.0185790510125	2412.468542600416	1787.642363290572	2492.496597933869	2679.573544590896	2372.414678156938	1379.5081375182915	2953.012966971539	4010.0758015469605	3031.7198417773866	2716.5953195890525	2817.6084539285102	2856.1573409908747	2763.7141653742538	1815.9613382064126	1916.6076538099524	2273.008007895546	1836.680534169485	1900.9839421878316	1887.902260093328	2188.0301794538245	2020.0571497672345	1921.147071877962	1822.7633224797298	2021.727117964204	2056.939539827162	1129.8416735744117	1093.860708152893	1110.652484629896	1144.5655070814416	1160.396657395564	1094.69454046787	1135.3280537561516	1081.2363579810847	987.3979811870503	1299.4582660991096	1166.9528297035924	1221.7248892881798	1158.1541336706707	1985.9856183523787	1579.137335354156	2456.5134996234483	1832.6086748408195	1901.8206856287368	1730.4042471112605	1613.5784877121948	2305.3890190968464	1635.417644534847	366.08472225638377	0.0	220.57668335497408	836.4554968058279	1017.037112548072	2706.599255762534	3013.0793233715176	2419.565130303634	2874.7431018581037	3187.620063413749	4287.304752632828	1379.7669167064842	1341.4025808954525	1288.6883787250322	1299.826353529037	1298.2944581328802	1378.4565139029642	571.231919196226	1245.8959015301016	884.9641207089936	628.7409718438486	752.9977681382222	729.8950376183409	714.3118312531028	706.220316346465	684.2130318696167	729.9109766751649	803.4384075446693	657.5168847275919	1102.5316037711762	794.8278362478046	691.8201631669006	939.8228671909185	796.3277240593336	1074.6996105785424	1096.061271576844	736.5689544754262	998.9680414716321	1026.2121085793792	851.1800995377135	2021.9423633728152	1822.7633224797298	2273.008007895546	2043.8542571652226	2609.7567799000326	1903.4543300973203	1967.0883643942743	2314.383853213803	2754.4719126276404	2771.66476933922	1063.9413333517566	1187.6926000106691
bayda ly	2877.6783032006238	3305.695354187449	3354.2062066691124	3459.0774486291507	3394.3664685217727	3373.980675294249	2538.2570508132358	2479.5595774070543	3668.229961928757	3530.521278455102	3871.020504170074	3682.1495214314095	3408.2906823371277	3717.0839691819806	3004.649030871451	2995.6622408273543	2067.658096871108	2626.667487299404	2006.8223886229828	2705.373608510708	2897.2268306366504	2591.828989925657	1598.7865243167107	3155.1350250394194	4200.436593150228	3240.6614624343842	2925.167309594378	3028.5953667723657	3065.8361845436684	2975.66145443126	2008.826541654616	2109.97234300029	2478.042519019403	2002.5049752161967	2074.48402801907	2085.3395747585837	2387.795039216777	2223.388285882116	2121.7164702628065	1994.374040719319	2200.528449697618	2254.2066939138126	1335.4294946735902	1312.3699845167619	1315.7168554845746	1349.2146526154995	1341.8407517626567	1282.6914568645673	1317.5795330716392	1272.7210095903945	1197.718677432419	1463.8977022252775	1359.2571228476122	1401.8557166938756	1327.5748400603795	1765.4119336853996	1359.0539032857369	2244.7235634862927	1612.0985945371165	1681.2952114285322	1509.926921932859	1393.899578312535	2085.3700476119334	1430.5852082831452	172.4840755451033	220.57668335497408	0.0	627.4544069047728	803.2860886480519	2488.4616645007013	2798.5814748417783	2200.6715382505877	2656.527563389647	2975.055298713552	4101.818979816492	1160.7548260830924	1120.8315593651976	1068.134009414557	1079.8788562732627	1077.8260761536872	1160.3474270491815	788.0607079031921	1452.3145142702263	1099.2845758923659	845.8329313852697	972.6375958109616	949.923363625599	930.3106826536938	926.5636206491512	902.0218262232448	950.0585380335423	1021.7873545419278	871.846121915999	1315.0716456692528	1012.705112754278	910.5917633631087	1152.6876290298367	1009.8545458954113	1289.2787041568138	1315.568709140015	954.7155775992142	1211.7627082592453	1246.726294726232	1070.4334899461621	2190.985282296654	1994.374040719319	2478.042519019403	2262.6405466758974	2824.609922895968	2118.763870101985	2183.0974417670104	2523.226681375773	2536.474578995197	2551.656089357039	1271.124643332011	1387.1351389442923
misrata ly	3498.512340537255	3925.335290866933	3976.3357166292194	4082.2663165461927	4018.5072158523094	3997.6096650156387	3164.6552362093325	3106.0192384945144	4287.151693279748	4152.29111052244	4491.212685900973	4267.955838343877	4033.397539150271	4338.58610620061	3623.5273706756634	3614.463709468966	2620.6902132309847	3160.6531165787246	2616.599400625049	3231.613623314174	3450.952333135742	3199.441016388912	2208.9268314015917	3627.3349956772977	4614.788170080775	3742.8272247880363	3428.2499597150604	3542.4949463885955	3572.971457097672	3494.869349415785	2633.7284229687357	2734.9962197438167	3105.434374400421	2607.3383198275496	2686.055862826264	2711.8747238486735	3014.818622311469	2850.841944019203	2748.94423686844	2604.6244535468286	2816.1226514527007	2880.612579345548	1962.5836386960336	1926.2570762102864	1942.9536831227892	1976.5191503961041	1962.3539933319628	1906.7351293015365	1938.6577101589658	1898.1534244599088	1823.1006927542521	2071.331503135921	1984.8104646723532	2021.3084646566	1940.1937485069702	1205.807359426633	838.7202631314483	1620.1136105309597	1045.0001313141356	1113.8525579931666	966.5554224150444	809.4826257984504	1497.7551253185354	803.6255660428852	471.0896795477327	836.4554968058279	627.4544069047728	0.0	188.5846515503568	1881.3066877907072	2178.2260945484268	1599.5481634478672	2049.4617181671438	2351.3587581091924	3489.7681753281395	683.2139170481663	588.1489152566961	529.6213193303923	512.5779793706073	561.4920642187003	563.0940399909796	1407.0041921867107	1970.23498219028	1657.1591242532916	1464.2151968328244	1560.0016977184346	1558.522619862878	1550.3351376757971	1521.3825830663739	1518.8439635394275	1557.795817484714	1636.9277569429512	1493.9674607476973	1859.970975417676	1588.6419822722992	1524.8849543048138	1776.2363456627922	1632.776878633138	1843.388975244425	1896.6137612911373	1570.5899073971775	1760.4030819868017	1840.8950975120194	1682.3708376181655	2562.516745632125	2604.6244535468286	3105.434374400421	2873.855125826694	3445.6073803421364	2663.620502898914	2731.268340010369	3149.658144286498	1928.4291279952797	1961.1975359218861	1897.8715915040793	2014.4045613189605
tripoli ly	3679.695725419419	4107.14643804526	4156.835714833891	4262.075544006241	4197.581258927101	4177.091602990637	3341.2276833600918	3282.496848787472	4469.320359738545	4333.017628576854	4672.810368735256	4455.990428053323	4211.573870593346	4519.479313807967	3805.64080007133	3796.608581432077	2809.256895005029	3348.642850454635	2801.247272745952	3419.2261511880874	3639.4651927597993	3384.722362736708	2393.3105011496605	3810.5287368095064	4789.969769262223	3928.6298313653056	3614.305279269278	3729.253001494102	3759.24322031491	3681.985725616022	2800.6046156757493	2901.942131667509	3279.327900587069	2758.8850417959325	2841.5567833403966	2881.322987420603	3185.299611311886	3023.799391486241	2920.2626901054387	2759.4459136853275	2974.1765745717094	3049.6842756900114	2137.838423460851	2109.5476246729627	2117.960857703806	2151.259989108655	2125.8674186942617	2073.5947457608167	2102.6914108994715	2066.665981562059	2001.0013135555248	2225.989957263254	2153.35090430633	2183.83998848625	2098.3419767571504	1019.8482944482577	665.1647376312033	1441.5744184788944	858.5014135033971	927.0861259656937	784.9918221961452	621.5541322676474	1309.1717424347855	641.5533753794399	654.1585137869477	1017.037112548072	803.2860886480519	188.5846515503568	0.0	1694.4273998354902	1996.0688859353888	1411.6378871547784	1862.6330489738561	2171.7709471486205	3342.5245896059946	530.9641758699989	418.26476344716883	360.3617508653608	332.0586424484077	400.29918452813325	374.6439072958036	1588.265820497408	2158.200126709278	1845.6123843914577	1645.7362181260285	1746.9522135970362	1742.6929808887692	1731.3190720033072	1707.553675243742	1700.9356891505595	1742.1321179213344	1819.6388451065538	1673.968841564546	2048.5485042824207	1776.405802708629	1707.7116019300022	1955.5525740069752	1812.4236321648275	2031.9472432308705	2084.3339366292766	1753.0231145178388	1948.9836630536086	2027.4917456413566	1865.9575431725395	2735.828193915705	2759.4459136853275	3279.327900587069	3058.256559084069	3626.7000179629345	2852.0670438526063	2919.7648891463964	3326.178087375085	1741.7478370427766	1772.6883265726426	2074.0445340056754	2186.3850321693144
fes ma	5363.303855843049	5792.123555421903	5837.547115034532	5940.234889304676	5873.223855616633	5854.242577836134	5010.165071104291	4951.317729797193	6155.0263343855395	6014.236293921087	6356.517771195845	6147.507187817402	5883.8537156044995	6201.014529798113	5491.833925575348	5482.9008466100195	4490.470219096893	5014.785376395208	4493.921194277333	5079.247927510812	5316.583209211781	5078.153426111861	4085.78162001852	5417.774963171146	6308.524758843891	5563.052308897303	5253.571156346492	5376.361542838697	5400.202259673755	5333.978290485684	4436.144881623883	4536.67395584911	4938.576098739235	4330.280056219112	4428.73851597311	4526.154586914732	4831.744568560762	4680.970692273341	4571.960011383501	4345.256839877026	4570.286950896807	4691.555207208645	3808.6045337773285	3800.4404822926535	3788.137134172357	3820.3987594676396	3758.1974883785165	3718.3297581663987	3737.2588396923015	3716.993669714135	3679.9723483559515	3823.154275509932	3802.6399095031593	3811.611395162047	3711.8455591966494	794.7765632944813	1201.7883220689532	406.7486818960444	912.296458688118	849.6492205023912	1041.4429225297677	1099.7161270185002	441.037434518809	1156.7672007139097	2347.627662955819	2706.599255762534	2488.4616645007013	1881.3066877907072	1694.4273998354902	0.0	384.6612360702877	293.66480570587044	168.22410426043825	586.8621662794958	2075.908386569222	1410.712039953195	1393.7254198367395	1437.959980190443	1413.4241452065041	1443.4789692505492	1328.1853095567972	3276.521119027963	3829.1307819680733	3534.9230098533626	3334.293748697305	3441.2514302616346	3435.3489072751026	3418.578605258867	3401.940681020862	3390.387424147551	3435.000178386728	3509.942303978808	3359.4259863341576	3732.2462551186636	3469.5701190835794	3398.415263379363	3638.2919550766105	3496.531586569566	3718.8630283464313	3777.550061845833	3442.96678763105	3634.871338922072	3721.9148107143014	3557.6450057589204	4276.562082188957	4345.256839877026	4938.576098739235	4750.402997334946	5310.110865047915	4528.823838769231	4597.802408361481	4994.983226489284	49.137374718666614	206.9293224994837	3747.8930918943847	3846.6343447372774
marrakesh ma	5675.763430482688	6103.145217286238	6152.745960773519	6257.604670129728	6192.5163965689835	6172.389138929367	5333.443215270336	5274.62144353256	6465.189067260059	6328.997190431779	6668.861651119416	6422.799139500576	6205.512237811224	6515.497090927907	5801.52181378985	5792.474681882088	4755.14464055373	5263.603416527072	4793.859690023166	5323.111037746778	5573.861882660283	5375.319047835676	4386.606535494698	5628.0968097754885	6472.040785798428	5787.607859347261	5482.74478523232	5609.838111831159	5629.625571089905	5570.93035464565	4773.170133396748	4874.160335486689	5266.924939129671	4683.116669667103	4778.623361591203	4860.055938487894	5165.49563212628	5009.99923670032	4903.222636426829	4695.211016503895	4918.524220141489	5026.823674968284	4129.687360707926	4104.48009936591	4109.519305321806	4142.388296544402	4094.6284947089475	4050.5844918005164	4072.9364708992334	4047.202088904034	3995.8122199423983	4168.9883441996435	4133.444095609379	4149.5652309738025	4053.3738742364517	1166.4969890312084	1561.0510930893954	568.400145912094	1269.929838815099	1211.7062678015525	1403.3025051141958	1433.2816002731072	816.88378664929	1405.2731264795357	2649.067117971766	3013.0793233715176	2798.5814748417783	2178.2260945484268	1996.0688859353888	384.6612360702877	0.0	658.7314066804176	280.9385266725325	202.48129464387722	1702.5264821213625	1766.0847026412616	1734.1536990046254	1773.5756891822018	1740.713885196949	1785.253833669555	1644.4861146581463	3584.286144989215	4088.2703849361815	3813.7235384129326	3641.708026846442	3732.414379013694	3736.529930679057	3727.380829945103	3696.5697532857153	3696.7162011103965	3735.7062519588503	3815.0726566050453	3669.963623268606	4003.199762387318	3755.9198163080696	3703.0514197762427	3951.2601745629167	3808.298572807764	3993.560119850255	4062.955506446759	3748.632315893943	3908.772350423147	4014.1212207061026	3860.566440714325	4467.8108986487205	4695.211016503895	5266.924939129671	5051.347565229426	5622.7632186669625	4788.928681270618	4858.811638148512	5318.328072373203	341.29537144860706	503.0059690667631	4067.117825052516	4173.024873290478
oujda ma	5073.164272522798	5502.176504992885	5546.7412925820645	5649.004662710765	5581.669182491864	5562.889732320661	4718.114835245991	4659.274349669948	5865.174065504602	5723.478220117519	6066.166760648618	5867.502092937814	5591.911464085545	5910.272689510895	5202.259553857066	5193.354549906316	4215.710605461771	4745.820500359204	4207.206950041734	4812.3017959820345	5043.844198584505	4791.903913884382	3799.0724161831677	5165.671691261162	6078.861186922089	5304.040155239816	4992.874925205688	5113.569454438695	5139.193759640978	5069.706637306745	4142.6566198827495	4243.154445137636	4645.833502423586	4037.2159680952227	4135.362320954006	4232.882723260147	4538.459090907895	4388.180596413233	4278.932841860195	4051.8818270168317	4276.793278708926	4398.163992328387	3517.233909755768	3513.0340314556056	3496.718460613879	3528.858331230332	3464.800538037402	3425.3179108217114	3443.921335338787	3424.221297487479	3389.7175272037653	3529.521505854161	3509.7781776188676	3518.110845675224	3418.2049825870854	507.77702664832697	909.0193036051594	365.1970370015118	618.9501204335235	557.1575180687037	749.1729733762603	808.7134820558649	162.88396231653402	910.2012516065626	2062.81163408937	2419.565130303634	2200.6715382505877	1599.5481634478672	1411.6378871547784	293.66480570587044	658.7314066804176	0.0	458.9746171764261	859.5810800396262	2306.930185913496	1117.422775512705	1100.6788495964086	1145.624734131585	1123.0443763634569	1150.225243080355	1041.690243135468	2988.5084102037135	3557.5587602427427	3256.0346006155896	3046.3269088421944	3158.1115409270037	3149.0558238184453	3130.1760246414788	3117.708547189119	3102.6689182613277	3148.8481770569897	3222.4551451367674	3070.620304578047	3456.0543395041836	3188.042672891926	3111.159570459705	3348.71087243522	3207.324556445252	3441.249114770016	3495.970797188945	3155.386711948393	3357.687058328668	3438.11949335599	3270.738038822875	4036.499765932923	4051.8818270168317	4645.833502423586	4463.27490832812	5019.945238822826	4255.826779702685	4324.359774071728	4702.925436657305	342.7862575563471	373.1673802826031	3456.902153900221	3554.3584291459365
rabat ma	5530.979300944444	5959.856625152047	6005.00485697687	6107.515747870684	6040.343870684811	6021.4650160253095	5176.9817070834	5118.138706687314	6322.787358911725	6181.7134664782825	6524.137713069519	6315.352845705236	6050.746333768515	6368.499172897377	5659.656959882145	5650.730227465716	4657.5706727798915	5180.643843653536	4662.107346702714	5244.620665574234	5483.238335233715	5246.362541384924	4253.965183468408	5578.923744809521	6461.706429914575	5726.245548497472	5417.287234072824	5540.632088414169	5563.9829340624965	5498.645742932156	4601.1211308909715	4701.5458092264835	5104.805156297732	4491.429775400226	4590.7580452853135	4691.644841900131	4997.204917114718	4847.1483743274775	4737.8449428604545	4507.279025735716	4732.731081433746	4856.789278910746	3975.798746201756	3968.571526419771	3955.307715591057	3987.5082641171575	3923.4350499106467	3884.241400443611	3902.6298226212602	3883.19249605543	3847.5912133188795	3986.4263271874493	3968.7385383270544	3976.564297770836	3876.1270641387973	951.7646957834387	1363.3251348345934	535.8467502596316	1075.2811965135022	1011.3219975603313	1202.4502058344171	1266.9242296610942	598.2354870154988	1319.7225471412082	2515.8512640134154	2874.7431018581037	2656.527563389647	2049.4617181671438	1862.6330489738561	168.22410426043825	280.9385266725325	458.9746171764261	0.0	470.43592758088465	1981.1628288808738	1573.1170409073297	1559.6298547712981	1604.5229790999063	1580.895545283258	1609.090292532333	1496.3038210978282	3444.580708346914	3995.6849173103706	3702.716709270638	3502.3599496077454	3609.427203589682	3603.5473534296184	3586.5892726201955	3570.1559031547577	3558.4824341160247	3603.2042157949427	3678.0621473483807	3527.372160340799	3899.6452975467214	3637.6394555403576	3566.5538032960117	3806.0888246005347	3664.406327164943	3886.476444224775	3945.614922882931	3611.0767295963315	3802.4286438232107	3890.1149092099577	3725.811550687378	4434.155071430804	4507.279025735716	5104.805156297732	4918.565036735617	5477.778203204904	4695.589883971086	4764.649504688198	5161.794629138949	121.41574075836343	222.16140773731934	3915.254431205417	4013.281651970724
agadir ma	5849.787765123894	6276.238786359014	6327.692586403881	6433.466993852693	6369.278749547796	6348.648962617492	5512.48354107304	5453.710901978611	6637.667819901893	6503.642286356958	6842.214839535756	6579.185680451782	6383.326422523226	6689.909326970289	5974.21568673743	5965.123573942793	4908.482672434025	5408.88570787233	4963.05006879811	5465.989220956709	5722.694801846374	5542.707850742648	4556.635996874123	5754.584323482122	6574.346839809188	5920.681733573306	5618.458093093421	5747.410923180211	5765.244590190286	5710.204372485699	4958.460419029112	5059.587651995532	5448.21533300596	4874.973886280953	4969.246114709977	5043.97369778754	5349.173006145571	5191.7411398856375	5085.989708339929	4885.896919459797	5108.413847578605	5211.22603998308	4308.730459401904	4276.251966611821	4288.7089127160125	4321.802936678101	4280.11687112618	4234.382036624902	4258.130895444396	4230.152782097892	4172.772251142019	4358.264443563397	4316.570107352437	4335.640480145014	4240.977335474658	1367.0606459036562	1757.7446967723977	731.5376362147944	1466.8594342590916	1409.927438949855	1601.0363404099862	1622.626958760762	1018.6794980536274	1566.0598827047857	2822.4212960263008	3187.620063413749	2975.055298713552	2351.3587581091924	2171.7709471486205	586.8621662794958	202.48129464387722	859.5810800396262	470.43592758088465	0.0	1512.5718669848093	1961.2198386363616	1924.5578875209424	1962.2572127752405	1926.689169081119	1975.95765005184	1827.1347901563574	3758.362510038628	4240.208189137969	3974.9333551215886	3815.5511647272115	3899.1587244961966	3907.57910196603	3901.689701927787	3864.87008091759	3870.0190920338046	3906.553345435899	3987.6966527304594	3845.0859874476732	4160.5914075366145	3920.534898561792	3875.6254270502623	4127.051063305477	3983.7560247417155	4152.633377501054	4226.648191210564	3921.578456256322	4067.6458769121623	4180.871881906953	4032.1805086884483	4587.418668933674	4885.896919459797	5448.21533300596	5220.731581136044	5796.910547271144	4940.1234038182465	5010.31936242569	5497.407273259718	542.7221418864426	690.7195986151927	4245.436776637257	4354.268397163453
nouakchott mr	6854.5416590864625	7261.263838647176	7330.747564704571	7443.811983218796	7390.562362278205	7365.049773122391	6577.136637046291	6520.275316326799	7608.063640763506	7499.623322058017	7817.227767459982	7392.467542732716	7415.555327812634	7679.371577816953	6962.401995708148	6953.0785401465	5748.922833711325	6159.6735516648205	5945.11640689973	6193.726625024395	6493.348825467469	6490.109899480434	5559.990481347992	6331.241365872407	6917.831454797002	6546.663685291342	6278.665729232537	6418.594754736649	6418.951926767488	6397.475735101056	6102.828407145657	6203.195105213819	6538.1703904793385	6097.103083149482	6174.520602336412	6171.44690104377	6467.162910615889	6292.462313849614	6200.122237125713	6093.533334041128	6302.223307862189	6340.196834742761	5405.873759251494	5305.613905519895	5387.907376719187	5422.181866604523	5443.271470234559	5381.2499996556535	5418.793880137836	5368.5151646792665	5254.249833845299	5560.643951216389	5454.249871849043	5503.548508804546	5427.714333381256	2787.806297894079	3121.298486507413	2037.7946760302204	2846.762972598917	2804.3862082851415	2981.763262075208	2933.2663921130843	2469.319811901082	2703.6718639915325	3931.824104947678	4287.304752632828	4101.818979816492	3489.7681753281395	3342.5245896059946	2075.908386569222	1702.5264821213625	2306.930185913496	1981.1628288808738	1512.5718669848093	0.0	3300.758724309699	3224.331375685909	3245.8428902520104	3191.3410366816224	3275.364155640681	3074.4512334393035	4828.517790420724	5097.6553064700465	4923.284481120048	4881.303264846053	4898.579092666496	4944.551631582599	4968.282026619536	4879.360359340537	4928.72623717129	4941.766345418908	5035.645577493936	4921.28353062905	5067.838824090136	4900.565406852895	4927.54420346601	5199.0642955625635	5057.8051668736925	5074.5892983332715	5185.403938808018	4975.025555936849	4991.798140421644	5168.492947411417	5069.2575119323055	5163.429732855668	6093.533334041128	6538.1703904793385	6196.7140745782235	6804.218384559033	5760.6242520809	5830.765530599571	6562.824540031822	2037.8872963723775	2202.6818413829515	5337.542453148382	5471.817276205096
ariana tn	3987.1537591830815	4416.462488274175	4455.457117884336	4554.777375367358	4485.356264662403	4467.966939166258	3619.495458527697	3560.802329091976	4779.347054697219	4632.2171639456965	4976.933910395367	4836.836822013338	4492.905090058165	4818.829903381497	4119.571358884977	4110.866277240574	3227.487570531147	3783.167760950591	3146.6800522450867	3859.629458899301	4057.664942677978	3731.1902582071907	2741.3762307432603	4284.311434144288	5290.246849045902	4386.137534198953	4070.5189459614608	4178.83164789173	4213.277938219832	4127.868742803718	3031.5150656135493	3131.5114759359685	3541.780886282209	2919.855720697005	3018.0304309680946	3124.26427313057	3429.443544693027	3284.0304507158444	3172.7429177274553	2934.5485829004165	3159.711133703551	3288.0738823081024	2427.1139483634506	2452.8720818320767	2406.2895524717296	2437.2876585325266	2355.5123940276662	2320.589801910889	2335.429835562392	2321.9534352908277	2309.2267736883337	2413.4575755063443	2406.419307696694	2407.2980841167564	2304.7275213633743	629.8553957251514	211.0185023020769	1277.1028592160724	498.472697244496	561.8531821018645	372.0470760597876	369.0272980498586	976.6356195079272	731.1112541265697	1059.2771227631056	1379.7669167064842	1160.7548260830924	683.2139170481663	530.9641758699989	1410.712039953195	1766.0847026412616	1117.422775512705	1573.1170409073297	1961.2198386363616	3300.758724309699	0.0	143.9968440015554	185.7442828651155	249.8940902638251	134.75751885738867	336.9550885242147	1929.4022897966508	2599.60010247831	2258.0224706063013	1986.8505421797074	2132.759375287116	2100.9985941443574	2066.330000836425	2085.229457888628	2044.4338153231351	2101.8400959404694	2164.58827076907	2004.2390736726156	2471.496166160538	2173.438450205993	2056.3637610308756	2273.7648479094173	2136.436923964891	2447.8824228604117	2475.827436121784	2097.5842895227916	2368.7759474400345	2403.919188741762	2216.6298624804604	3241.3826699137653	2934.5485829004165	3541.780886282209	3398.694007823128	3933.8898240430717	3277.1958258441446	3342.2722125030177	3604.2728764470867	1459.8420710409725	1433.5537794192242	2370.155846359602	2456.390102988077
